,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
30369,17900,2011.0,jeep wrangler unlimited,good,6.0,gas,114671.0,automatic,wagon,red,1.0,2018-09-12,51
30371,13900,2010.0,jeep wrangler,excellent,6.0,gas,100378.0,manual,SUV,blue,1.0,2018-05-19,116
30372,19500,2013.0,ram 1500,good,8.0,gas,84150.0,automatic,truck,black,1.0,2018-07-19,33
30373,18995,2013.0,gmc sierra 1500,good,8.0,gas,95356.0,automatic,truck,silver,1.0,2018-11-17,40
30378,7995,2008.0,ford escape,excellent,6.0,gas,65416.0,automatic,wagon,grey,1.0,2018-08-27,38
30380,17995,2010.0,chevrolet silverado 2500hd,excellent,8.0,gas,122686.0,automatic,truck,red,1.0,2018-11-28,115
30383,13995,2010.0,ford f-150,excellent,8.0,gas,129031.0,automatic,truck,red,1.0,2018-05-10,36
30385,18995,2011.0,chevrolet suburban,excellent,8.0,gas,109156.0,automatic,SUV,custom,1.0,2018-05-02,25
30386,24995,2017.0,ford f-150,excellent,6.0,gas,67234.0,automatic,truck,black,1.0,2018-10-17,32
30387,16200,2016.0,ram 1500,excellent,8.0,gas,115500.0,automatic,truck,white,1.0,2019-03-13,33
30389,14995,2011.0,chevrolet tahoe,excellent,8.0,gas,130042.0,automatic,SUV,black,1.0,2018-05-21,59
30390,16995,2016.0,ram 1500,excellent,8.0,gas,138474.0,automatic,truck,black,1.0,2018-07-10,21
30391,34595,2015.0,gmc yukon,excellent,8.0,gas,86456.0,automatic,SUV,silver,1.0,2018-10-28,32
30392,38995,2014.0,ram 2500,excellent,6.0,diesel,111623.0,automatic,truck,white,1.0,2018-07-31,55
30396,16995,2014.0,gmc yukon,excellent,8.0,gas,101948.0,automatic,SUV,silver,1.0,2019-03-14,55
30397,17995,2017.0,honda cr-v,excellent,4.0,gas,44150.0,automatic,wagon,black,1.0,2019-04-16,31
30398,6995,2007.0,jeep grand cherokee,excellent,6.0,gas,133751.0,automatic,wagon,black,1.0,2019-03-23,154
30403,5495,2008.0,ford escape,excellent,6.0,gas,126293.0,automatic,wagon,grey,1.0,2019-01-12,101
30405,16995,2010.0,chevrolet silverado 2500hd,excellent,8.0,gas,122528.0,automatic,truck,silver,1.0,2019-01-11,11
30406,9998,2013.0,ford edge,good,6.0,gas,146000.0,automatic,SUV,brown,1.0,2019-03-12,96
30407,24995,2018.0,gmc sierra,excellent,8.0,gas,15654.0,automatic,pickup,silver,1.0,2019-01-09,61
30410,23998,2015.0,jeep grand cherokee,excellent,8.0,gas,87000.0,automatic,SUV,black,1.0,2019-03-21,64
30413,33995,2018.0,chevrolet silverado 1500,excellent,8.0,gas,18508.0,automatic,truck,white,1.0,2018-08-01,34
30414,11800,2014.0,subaru forester,excellent,4.0,gas,80000.0,automatic,SUV,white,1.0,2018-09-09,2
30416,16500,2009.0,ford f-150,excellent,8.0,gas,83500.0,automatic,pickup,black,1.0,2018-11-26,15
30419,7900,2010.0,chevrolet silverado 1500,good,8.0,gas,248132.0,automatic,truck,white,1.0,2018-06-25,44
30420,11450,2004.0,jeep wrangler,like new,6.0,gas,112723.0,manual,offroad,red,1.0,2018-11-02,40
30421,12995,2012.0,honda pilot,excellent,6.0,gas,110000.0,automatic,sedan,white,1.0,2018-11-20,40
30427,9900,2004.0,ram 1500,good,8.0,gas,88600.0,automatic,truck,red,1.0,2019-02-25,1
30431,28900,2018.0,toyota tacoma,like new,6.0,gas,1000.0,automatic,truck,grey,1.0,2018-07-17,48
30432,17500,2014.0,chevrolet silverado,excellent,8.0,gas,119000.0,automatic,truck,blue,1.0,2019-03-21,68
30433,11450,2004.0,jeep wrangler,like new,6.0,gas,112723.0,manual,offroad,red,1.0,2019-02-03,139
30434,14995,2014.0,ram 1500,excellent,6.0,gas,117286.0,automatic,pickup,blue,1.0,2019-03-18,40
30435,21999,2014.0,ram 1500,excellent,8.0,gas,69268.0,automatic,truck,silver,1.0,2018-06-09,32
30437,7500,2004.0,ram 2500,good,8.0,diesel,217000.0,automatic,truck,black,1.0,2018-08-14,17
30438,35900,2019.0,jeep wrangler unlimited,excellent,4.0,gas,14410.0,automatic,SUV,yellow,1.0,2019-02-05,6
30448,32750,2017.0,ford f250 super duty,like new,8.0,gas,42631.0,automatic,truck,white,1.0,2019-02-03,18
30451,10400,2008.0,ford f-150,good,8.0,gas,110000.0,automatic,pickup,red,1.0,2019-03-21,34
30452,25995,2017.0,chevrolet tahoe,excellent,8.0,gas,75707.0,automatic,SUV,black,1.0,2019-02-02,27
30454,12900,2002.0,chevrolet silverado,good,8.0,diesel,278417.0,automatic,pickup,grey,1.0,2019-01-28,41
30455,7989,2003.0,toyota tundra,excellent,6.0,gas,144058.0,manual,pickup,grey,1.0,2018-09-16,29
30456,22500,2013.0,toyota tacoma,excellent,8.0,gas,117000.0,automatic,pickup,silver,1.0,2018-07-28,41
30457,16000,2013.0,toyota tundra,good,8.0,gas,168000.0,automatic,pickup,red,1.0,2018-12-18,217
30459,35900,2019.0,jeep wrangler unlimited,excellent,4.0,gas,17941.0,automatic,SUV,grey,1.0,2019-03-12,46
30461,495,1998.0,jeep grand cherokee laredo,fair,4.0,gas,151584.0,automatic,SUV,green,1.0,2018-06-08,66
30466,38488,2018.0,ford f250,like new,8.0,gas,29000.0,automatic,truck,silver,1.0,2018-10-21,34
30470,35995,2017.0,toyota 4runner,like new,6.0,gas,37988.0,automatic,truck,white,1.0,2018-11-29,54
30472,28900,2013.0,ford f-250 super duty,excellent,8.0,gas,36851.0,automatic,truck,green,1.0,2018-10-25,15
30473,7995,2008.0,ford f-150,excellent,8.0,gas,133956.0,automatic,pickup,blue,1.0,2019-01-18,27
30474,9990,2008.0,toyota camry le,excellent,6.0,gas,149418.0,automatic,sedan,blue,1.0,2018-06-29,93
30479,13500,2008.0,ford f-150,good,8.0,gas,149119.0,automatic,truck,white,1.0,2018-09-03,80
30480,26995,2017.0,ford f250,good,8.0,diesel,180893.0,automatic,truck,white,1.0,2019-01-23,55
30481,3000,2004.0,ford f-150,fair,8.0,gas,234000.0,automatic,truck,black,1.0,2018-10-11,12
30484,10000,2005.0,gmc sierra,excellent,8.0,gas,163000.0,automatic,truck,white,1.0,2018-06-26,24
30487,19995,2011.0,jeep wrangler,excellent,6.0,gas,82070.0,manual,SUV,green,1.0,2019-02-27,100
30490,6995,2009.0,subaru outback,excellent,4.0,gas,124000.0,automatic,SUV,white,1.0,2019-03-27,52
30494,15998,2007.0,jeep wrangler,excellent,6.0,gas,89000.0,automatic,SUV,black,1.0,2019-01-16,55
30495,16998,2014.0,ford explorer,good,6.0,gas,105000.0,automatic,SUV,silver,1.0,2018-10-06,27
30497,25500,2014.0,jeep wrangler unlimited,excellent,6.0,gas,94000.0,automatic,SUV,yellow,1.0,2018-11-28,49
30502,17995,2018.0,jeep cherokee,excellent,4.0,gas,934.0,automatic,SUV,blue,1.0,2019-01-21,90
30503,9800,2003.0,ram 2500,excellent,8.0,gas,155000.0,manual,pickup,white,1.0,2019-02-21,38
30504,15500,2008.0,gmc sierra,excellent,8.0,gas,187000.0,automatic,truck,white,1.0,2019-03-26,20
30507,5000,2005.0,ford f-150,good,8.0,gas,218576.0,automatic,offroad,blue,1.0,2019-02-20,50
30513,11995,2018.0,subaru impreza,excellent,4.0,gas,17126.0,automatic,hatchback,blue,1.0,2018-10-04,43
30514,17800,2011.0,jeep wrangler unlimited,excellent,6.0,gas,129315.0,automatic,SUV,black,1.0,2018-08-04,54
30515,15800,2013.0,ford f150,excellent,8.0,gas,73609.0,automatic,pickup,red,1.0,2019-03-19,55
30520,15995,2016.0,ford edge,excellent,6.0,gas,61020.0,automatic,SUV,red,1.0,2018-05-09,55
30521,11999,2012.0,chevrolet suburban,excellent,8.0,gas,178832.0,automatic,SUV,black,1.0,2019-03-19,19
30526,4495,2005.0,honda cr-v,excellent,4.0,gas,230838.0,automatic,SUV,black,1.0,2018-10-14,19
30527,6495,2007.0,ford edge,excellent,6.0,gas,148868.0,automatic,SUV,red,1.0,2018-06-05,31
30529,10600,2010.0,subaru forester,excellent,4.0,gas,93826.0,automatic,SUV,grey,1.0,2018-11-16,16
30534,11000,2015.0,ford escape,excellent,4.0,gas,100335.0,automatic,SUV,white,1.0,2019-04-13,24
30535,14000,2014.0,honda cr-v,excellent,4.0,gas,96905.0,automatic,SUV,black,1.0,2019-02-26,91
30541,14500,2014.0,ford expedition,good,8.0,gas,166454.0,automatic,SUV,red,1.0,2019-03-01,19
30545,29995,2017.0,ram 2500,excellent,8.0,gas,42235.0,automatic,pickup,white,1.0,2018-10-26,14
30548,19995,2013.0,chevrolet tahoe,excellent,8.0,gas,95028.0,automatic,SUV,black,1.0,2018-05-18,5
30556,27995,2017.0,chevrolet silverado 1500,excellent,8.0,gas,99790.0,automatic,pickup,black,1.0,2018-10-01,84
30557,13950,2006.0,chevrolet silverado 2500hd,excellent,8.0,diesel,213750.0,automatic,pickup,grey,1.0,2018-07-03,17
30562,2995,2001.0,ram 1500,good,8.0,gas,231933.0,automatic,truck,blue,1.0,2019-04-01,34
30564,13950,2012.0,toyota rav4,excellent,6.0,gas,96740.0,automatic,SUV,custom,1.0,2018-12-04,30
30566,27995,2016.0,ford f-150,excellent,6.0,gas,44477.0,automatic,truck,white,1.0,2018-07-26,84
30573,11900,2008.0,ram 3500,good,6.0,diesel,396.0,automatic,truck,blue,1.0,2019-01-19,25
30576,8495,2010.0,buick enclave,excellent,6.0,gas,131086.0,automatic,SUV,red,1.0,2018-12-28,69
30577,7995,2008.0,jeep liberty,excellent,6.0,gas,71055.0,automatic,SUV,black,1.0,2018-09-29,53
30580,13499,2010.0,ford f-150,excellent,8.0,gas,141000.0,automatic,truck,silver,1.0,2018-08-20,32
30583,12500,2011.0,chevrolet silverado 2500hd,good,8.0,gas,243000.0,automatic,truck,black,1.0,2019-01-03,51
30584,6395,2008.0,nissan frontier,good,6.0,gas,170328.0,automatic,truck,silver,1.0,2019-03-09,61
30587,14998,2017.0,subaru forester,excellent,4.0,gas,99000.0,automatic,SUV,silver,1.0,2018-08-22,20
30595,24998,2014.0,toyota tacoma,excellent,6.0,gas,56000.0,automatic,pickup,brown,1.0,2018-05-27,64
30597,19999,2017.0,subaru forester,excellent,4.0,gas,33736.0,automatic,SUV,silver,1.0,2019-04-06,96
30601,7295,2011.0,gmc sierra 1500,good,8.0,gas,269000.0,automatic,pickup,white,1.0,2019-03-07,27
30602,4700,2002.0,dodge dakota,good,8.0,gas,240000.0,automatic,pickup,silver,1.0,2018-11-06,60
30603,12900,2012.0,jeep grand cherokee,good,6.0,gas,93402.0,automatic,SUV,white,1.0,2018-10-09,22
30605,15995,2016.0,ford escape,excellent,4.0,gas,42710.0,automatic,SUV,silver,1.0,2018-08-23,13
30610,11885,2017.0,ford escape,good,4.0,gas,83449.0,automatic,SUV,silver,1.0,2018-06-07,73
30611,15925,2006.0,subaru impreza,good,4.0,gas,104121.0,manual,sedan,silver,1.0,2018-08-18,11
30613,14500,2011.0,ford f-250 sd,good,8.0,gas,185843.0,automatic,truck,black,1.0,2018-12-13,39
30617,18995,2012.0,jeep wrangler,excellent,6.0,gas,92000.0,automatic,SUV,silver,1.0,2019-01-27,37
30619,13500,2004.0,ford f-250,excellent,8.0,diesel,207000.0,automatic,pickup,white,1.0,2019-03-21,28
30626,10500,2007.0,chevrolet suburban,like new,8.0,gas,136000.0,automatic,SUV,white,1.0,2018-07-28,75
30627,8450,2007.0,honda pilot,excellent,6.0,gas,134000.0,automatic,SUV,silver,1.0,2018-11-22,31
30629,25900,2015.0,toyota tacoma,good,6.0,gas,74379.0,automatic,truck,silver,1.0,2019-04-07,35
30630,19900,2013.0,ford f-150,good,6.0,gas,126006.0,automatic,truck,silver,1.0,2018-07-01,14
30636,27510,2018.0,chevrolet silverado 1500,excellent,8.0,gas,56006.0,automatic,truck,black,1.0,2018-10-14,40
30642,6400,2011.0,subaru outback,excellent,4.0,gas,159038.0,automatic,wagon,green,1.0,2019-02-28,1
30662,5500,2003.0,jeep grand cherokee,excellent,8.0,gas,126871.0,automatic,SUV,grey,1.0,2018-08-21,50
30668,14995,2010.0,jeep wrangler unlimited,good,6.0,gas,162.0,automatic,convertible,silver,1.0,2018-07-13,0
30669,10500,2008.0,gmc sierra 1500,good,8.0,gas,216450.0,automatic,pickup,red,1.0,2018-07-21,13
30684,38500,2016.0,ram 2500,excellent,6.0,diesel,118500.0,automatic,truck,black,1.0,2018-07-16,10
30685,27890,2017.0,gmc sierra 1500,excellent,8.0,gas,30752.0,automatic,truck,silver,1.0,2019-01-20,25
30687,14995,2005.0,toyota tacoma,good,6.0,gas,93040.0,manual,pickup,black,1.0,2019-03-12,36
30688,38900,2017.0,ram 2500,like new,6.0,diesel,74100.0,automatic,truck,grey,1.0,2019-04-02,210
30690,30000,2014.0,jeep wrangler unlimited,excellent,6.0,gas,108000.0,automatic,convertible,white,1.0,2018-07-11,41
30694,28995,2019.0,chevrolet silverado 1500,like new,8.0,gas,37071.0,automatic,truck,silver,1.0,2019-03-15,22
30711,9997,2014.0,ford f250 super duty,fair,8.0,diesel,212730.0,automatic,truck,white,1.0,2018-12-09,51
30712,9900,2007.0,cadillac escalade,good,8.0,gas,113015.0,automatic,SUV,white,1.0,2019-01-07,19
30717,27000,2015.0,chevrolet silverado 1500,like new,8.0,gas,63500.0,automatic,truck,blue,1.0,2019-01-27,28
30720,8450,2007.0,honda pilot,excellent,6.0,gas,134000.0,automatic,SUV,silver,1.0,2018-11-28,24
30726,11800,2016.0,toyota rav4,like new,4.0,gas,17000.0,automatic,SUV,red,1.0,2018-06-26,18
30727,23000,2015.0,ford f-150,like new,6.0,gas,30000.0,automatic,pickup,red,1.0,2018-09-03,50
30732,23500,2016.0,toyota tacoma,excellent,4.0,gas,39000.0,automatic,pickup,grey,1.0,2018-08-07,66
30735,19998,2016.0,ram 1500,excellent,8.0,gas,71000.0,automatic,pickup,white,1.0,2019-03-03,51
30740,18995,2017.0,gmc acadia,excellent,6.0,gas,107430.0,automatic,SUV,white,1.0,2019-02-22,61
30749,5500,2006.0,ram 1500,good,8.0,gas,157000.0,automatic,pickup,blue,1.0,2019-02-09,46
30751,2700,2001.0,ram 1500,excellent,8.0,gas,140000.0,automatic,pickup,white,1.0,2019-01-01,172
30759,7500,2007.0,chevrolet silverado,good,8.0,gas,187067.0,automatic,truck,white,1.0,2018-08-28,79
30760,2995,2003.0,ram 1500,excellent,8.0,gas,95000.0,automatic,pickup,green,1.0,2018-06-12,42
30761,16995,2011.0,toyota rav4,excellent,4.0,gas,66000.0,automatic,SUV,silver,1.0,2018-10-23,42
30764,35995,2018.0,chevrolet silverado 2500hd,excellent,8.0,gas,16000.0,automatic,truck,white,1.0,2018-07-16,26
30766,26995,2015.0,ford f-350 sd,excellent,8.0,gas,165000.0,automatic,truck,white,1.0,2018-06-03,4
30768,16995,2011.0,ford f-250 sd,excellent,8.0,gas,125000.0,automatic,truck,white,1.0,2019-04-14,8
30770,29995,2017.0,ram 2500,excellent,8.0,gas,42235.0,automatic,pickup,white,1.0,2018-05-05,35
30772,1,2015.0,gmc sierra 1500,excellent,10.0,gas,92945.0,other,truck,custom,1.0,2018-08-29,178
30774,1,2014.0,chevrolet camaro,excellent,8.0,gas,51550.0,manual,coupe,black,1.0,2018-10-19,69
30776,1,2015.0,toyota sienna,excellent,6.0,gas,45208.0,automatic,van,black,1.0,2018-06-04,36
30777,1,2018.0,gmc acadia,excellent,6.0,gas,23373.0,automatic,SUV,custom,1.0,2018-05-22,30
30778,19988,2008.0,jeep wrangler,excellent,6.0,gas,80964.0,automatic,SUV,blue,1.0,2018-10-29,16
30779,1,2018.0,nissan rogue,excellent,10.0,gas,6952.0,other,SUV,blue,1.0,2018-05-20,24
30781,1,2018.0,ram 3500,excellent,6.0,gas,3047.0,automatic,truck,white,1.0,2018-10-13,18
30782,1,2018.0,chevrolet suburban,excellent,8.0,gas,16931.0,automatic,SUV,black,1.0,2018-12-23,43
30787,1,2019.0,dodge charger,excellent,10.0,gas,13046.0,other,sedan,white,1.0,2019-03-01,19
30788,1,2012.0,jeep wrangler,excellent,6.0,gas,79922.0,automatic,SUV,white,1.0,2018-12-26,43
30792,23000,2015.0,ford f350 super duty,good,8.0,diesel,197000.0,automatic,truck,white,1.0,2018-10-06,7
30797,26995,2013.0,ford f-250 sd,excellent,8.0,gas,40454.0,automatic,truck,silver,1.0,2018-07-19,35
30801,12995,2011.0,bmw x5,good,6.0,gas,62732.0,automatic,SUV,blue,1.0,2019-02-09,27
30803,2750,2002.0,subaru outback,good,4.0,gas,217835.0,manual,wagon,blue,1.0,2018-09-20,11
30805,18900,2013.0,gmc sierra 1500,good,8.0,gas,130617.0,automatic,truck,white,1.0,2018-09-30,18
30807,2500,2000.0,subaru forester,good,4.0,gas,173937.0,manual,SUV,green,1.0,2018-05-15,65
30809,11000,2004.0,gmc sierra 2500hd,good,8.0,diesel,214765.0,automatic,truck,brown,1.0,2018-11-02,13
30812,5900,2007.0,honda cr-v,good,4.0,gas,177663.0,automatic,SUV,blue,1.0,2018-07-19,36
30819,10990,2002.0,gmc sierra 1500,good,8.0,gas,105849.0,automatic,truck,black,1.0,2018-07-24,11
30820,23500,2014.0,jeep wrangler,excellent,6.0,gas,39000.0,manual,SUV,black,1.0,2018-05-23,64
30823,13998,2018.0,chevrolet equinox,excellent,4.0,gas,91000.0,automatic,SUV,blue,1.0,2018-06-11,22
30833,28990,2011.0,chevrolet silverado 2500hd,good,8.0,diesel,63716.0,automatic,truck,white,1.0,2018-10-27,23
30834,18990,2010.0,chevrolet tahoe,good,8.0,gas,119146.0,automatic,SUV,silver,1.0,2018-12-22,30
30836,14990,2009.0,ford ranger,good,6.0,gas,90796.0,manual,truck,blue,1.0,2019-03-19,27
30837,15990,2011.0,ram 1500,good,8.0,gas,91598.0,automatic,truck,grey,1.0,2018-10-13,32
30839,18990,2011.0,chevrolet silverado 1500,good,8.0,gas,47143.0,automatic,truck,white,1.0,2019-03-01,19
30840,22990,2016.0,ford f-150,good,8.0,gas,75209.0,automatic,truck,silver,1.0,2018-12-19,51
30841,3500,1997.0,chevrolet silverado,good,8.0,gas,200000.0,automatic,pickup,white,1.0,2018-06-05,57
30867,37995,2019.0,jeep wrangler,good,6.0,gas,33469.0,automatic,SUV,white,1.0,2019-02-22,15
30877,22950,2014.0,ram 1500,excellent,6.0,diesel,159264.0,automatic,truck,silver,1.0,2019-02-25,82
30879,12500,2014.0,ford escape,excellent,4.0,gas,80000.0,automatic,SUV,red,1.0,2018-05-10,71
30882,29900,2018.0,subaru outback,like new,4.0,gas,25800.0,automatic,SUV,white,1.0,2018-06-15,27
30896,41900,2018.0,ford f150,like new,6.0,gas,56500.0,automatic,truck,white,1.0,2018-09-30,5
30897,25,2006.0,chevrolet silverado,good,8.0,diesel,184000.0,automatic,truck,grey,1.0,2018-09-28,18
30898,13990,2010.0,toyota highlander,good,6.0,gas,167282.0,automatic,SUV,silver,1.0,2019-02-10,32
30907,29950,2015.0,ford f-250,excellent,8.0,diesel,179274.0,automatic,truck,white,1.0,2018-07-11,63
30911,8995,2010.0,nissan rogue,excellent,4.0,gas,98424.0,automatic,SUV,white,1.0,2018-08-04,71
30913,17800,2014.0,chevrolet silverado 1500,good,8.0,gas,184000.0,automatic,truck,white,1.0,2018-10-15,38
30923,3200,2000.0,jeep grand cherokee,good,8.0,gas,152000.0,automatic,SUV,silver,1.0,2018-07-25,39
30924,37500,2014.0,ram 2500,excellent,6.0,diesel,108000.0,automatic,pickup,red,1.0,2018-10-11,100
30925,21998,2016.0,ram 1500,excellent,6.0,gas,54000.0,automatic,pickup,silver,1.0,2019-04-10,12
30927,25988,2010.0,ford f-250,like new,8.0,diesel,109406.0,automatic,truck,white,1.0,2018-07-19,74
30931,18000,2007.0,toyota tundra,excellent,8.0,gas,144000.0,automatic,pickup,blue,1.0,2019-01-15,75
30933,6000,2004.0,chevrolet silverado 1500,good,8.0,gas,204274.0,automatic,truck,black,1.0,2018-06-12,36
30936,18788,2013.0,toyota tundra,like new,8.0,gas,238712.0,automatic,truck,white,1.0,2018-12-18,32
30939,32299,2016.0,ford f-150,excellent,6.0,gas,124000.0,automatic,pickup,silver,1.0,2019-02-22,28
30942,5995,1990.0,chevrolet suburban,excellent,8.0,gas,179000.0,automatic,offroad,custom,1.0,2018-12-02,14
30943,7850,2004.0,ford f-150,excellent,8.0,gas,112340.0,automatic,truck,red,1.0,2018-05-18,106
30945,23990,2017.0,ford edge,good,4.0,gas,45640.0,automatic,SUV,black,1.0,2019-03-27,94
30946,25500,2014.0,jeep wrangler unlimited,excellent,6.0,gas,94000.0,automatic,SUV,orange,1.0,2018-10-30,17
30947,23998,2017.0,subaru forester,excellent,4.0,gas,46000.0,automatic,SUV,red,1.0,2018-10-20,32
30948,29998,2015.0,jeep grand cherokee,excellent,8.0,gas,90000.0,automatic,SUV,grey,1.0,2018-09-21,26
30950,14990,2016.0,kia sorento,good,6.0,gas,84348.0,automatic,SUV,white,1.0,2018-10-17,34
30951,18990,2010.0,jeep wrangler unlimited,good,6.0,gas,73897.0,automatic,SUV,red,1.0,2018-07-11,13
30952,8400,2003.0,chevrolet silverado 3500hd,fair,8.0,gas,82000.0,automatic,other,black,1.0,2018-06-29,6
30973,10000,2006.0,ford f-250,excellent,8.0,diesel,204999.0,automatic,truck,blue,1.0,2018-08-27,14
30974,9800,2009.0,subaru outback,excellent,6.0,gas,105000.0,automatic,wagon,black,1.0,2018-05-08,28
30975,24900,2014.0,gmc sierra 1500,like new,8.0,gas,53180.0,automatic,pickup,blue,1.0,2018-10-02,51
30976,17500,2011.0,jeep wrangler,excellent,6.0,gas,57455.0,manual,SUV,green,1.0,2018-05-10,13
30979,18499,2015.0,ford explorer,good,6.0,gas,78620.0,automatic,SUV,blue,1.0,2019-04-16,12
30980,4750,2000.0,jeep cherokee,excellent,6.0,gas,192000.0,automatic,SUV,green,1.0,2018-08-17,74
30983,13500,2005.0,toyota tundra,good,8.0,gas,209000.0,automatic,pickup,blue,1.0,2018-06-14,90
30988,39998,2016.0,jeep wrangler unlimited,excellent,6.0,gas,28000.0,automatic,SUV,black,1.0,2019-04-06,88
30989,21750,2016.0,jeep cherokee,excellent,6.0,gas,42000.0,automatic,SUV,white,1.0,2018-07-21,15
30990,18998,2014.0,ford f-150,good,6.0,gas,120000.0,automatic,pickup,white,1.0,2018-11-18,40
30991,15998,2012.0,nissan frontier,excellent,6.0,gas,64000.0,automatic,pickup,red,1.0,2018-07-30,20
30992,24750,2017.0,ford explorer,excellent,6.0,gas,83000.0,automatic,SUV,grey,1.0,2018-10-16,70
30994,2500,1999.0,chevrolet silverado,fair,8.0,gas,245000.0,automatic,truck,white,1.0,2018-10-28,15
30995,23900,2012.0,chevrolet silverado 2500hd,good,8.0,diesel,166053.0,automatic,truck,silver,1.0,2018-06-08,58
31004,20495,2017.0,subaru outback,like new,4.0,gas,67000.0,automatic,SUV,blue,1.0,2018-07-08,45
31006,26750,2017.0,ford explorer,excellent,6.0,gas,27571.0,automatic,SUV,red,1.0,2019-04-02,33
31007,22900,2018.0,ford f-150,excellent,6.0,gas,22091.0,automatic,pickup,silver,1.0,2018-07-17,96
31009,16995,2018.0,chevrolet equinox,excellent,4.0,gas,10038.0,automatic,SUV,brown,1.0,2018-08-27,42
31011,23750,2018.0,ford ranger,excellent,4.0,gas,2414.0,automatic,pickup,silver,1.0,2018-12-29,117
31015,14750,2017.0,chrysler 300,excellent,6.0,gas,24764.0,automatic,sedan,white,1.0,2018-12-17,117
31017,20750,2017.0,toyota tundra,salvage,8.0,gas,29328.0,automatic,pickup,white,1.0,2018-08-12,31
31019,25000,2015.0,gmc sierra 1500,excellent,8.0,gas,69562.0,automatic,truck,white,1.0,2019-02-07,19
31020,6300,1999.0,ford f-250,good,8.0,diesel,230000.0,automatic,truck,green,1.0,2018-09-21,36
31026,5500,2001.0,ford f350,excellent,10.0,gas,130483.0,automatic,pickup,red,1.0,2019-03-30,21
31037,25200,2015.0,chevrolet silverado 1500 crew,good,8.0,gas,94954.0,automatic,pickup,silver,1.0,2019-04-05,11
31040,13500,2003.0,ford f-250 super duty,good,8.0,diesel,171000.0,automatic,truck,white,1.0,2018-12-09,38
31043,15899,2017.0,jeep cherokee,excellent,4.0,gas,42770.0,automatic,SUV,red,1.0,2018-05-28,30
31044,20995,2014.0,chevrolet silverado,excellent,8.0,gas,52500.0,automatic,truck,red,1.0,2018-08-30,99
31052,29350,2018.0,ram 1500,excellent,8.0,gas,28084.0,automatic,truck,black,1.0,2019-04-09,43
